address,amount,sent
0x31b1c5b5e2d1c8d23c556f6d6029d265ee0af98e,1000000,true
0xb12d15c14df2a1bdb3b02065522dcae945bfe1f3,1000000,true
0x53892db8995dfddefde9893050a38f1ac8c16b05,1000000,true
0xc3a6f32c13d1400ff5cdc5bffd07a29268b7ba3b,1000000,true
0xef326ca980e63e12caf707f5285309c3580ad620,1000000,true
0x7d7d7fb8919b442841989c26449d09f1c4d01436,1000000,true
0x50fefb456648d7d2ac43ea60de364e6db4e793a3,1000000,true
0x4cbb24435a3a285f581e3320cdb74ec42398b13b,1000000,true
0x519d4aaffca2f48ecdea0521c30913cdc0d464ee,1000000,true
0xcab1ce163dc07731128f4f402ee17fbb947717f5,1000000,true
0x3c5c5faaa90ab9f777329d053ae16c22782d2845,1000000,true
0x753280c1ac69045e8c84bfc84d06a5392feb4877,1000000,true
0x788e6b02258307ad05be5c8756060f248ce3585d,1000000,true
0x8c62e7f1db83e55a61e2ae27b2e1597124cdb9ab,1000000,true
0x12aad62c5f264b988118a972f27e3529c86792d6,1000000,true
0x96ea5c1f31872d655c7f302e895ff56c8e39a403,1000000,true
0x370ead6ef0534e2dd65029c8506f551573435e3c,1000000,true
0x9a47af49af10d139471ed3594d4645d50223bf84,1000000,true
0x899f889e690e05c60b733f23bd18bc7b40d7c7ce,1000000,true
0xda3159a56408015a14fb117ac4d586313d9ca9e9,1000000,true
0xf17e325f34bb4f2401a67cdb58025ed9947ee198,1000000,true
0x9c19c33b69b078f2b0eaf8b9d57ca8ec81e6b54b,1000000,true
0xa2166d3f11556b727c2f78718d822aef8f1b7c74,1000000,true
0x277e7a07799e4e250b4fe4ace8de1b657ea77fab,1000000,true
0x658caaee22fc0f827c4632833df5e1bf7793ce9a,1000000,true
0xc8fc16dd09bc7d8f08cbef71dc7e0ee2ba89fc68,1000000,true
0x269e20990e171e7e98493bc6a32550a4d1534141,1000000,true
0xed7e736851bc65967a65cf1134300c27f39b7648,1000000,true
0x4e1894cb5c7f530a7eb1579a297a39276ba233dd,1000000,true
0x6169a304111a91c1616e03f57584418f66010bde,1000000,true
0x2f595c056e785e13579128df27cad2968d034ba4,1000000,true
0x1dc45c9f94e191dea8980385d56527f6c647fcd8,1000000,true
0x20ccc740c063abe0e8ea3c974ae6550e96b1c52b,1000000,true
0xa07170d3306917eae333f0763bab61acbbe3150f,1000000,true
0x939c2105933bf9e01a570b74fffedb9fb9b0fbe3,1000000,true
0x4a19216cead35d27dcb1596d969870b7580cc984,1000000,true
0x2bdbf1e179cfa9034cc6fcf8c79bba7284d1c09d,1000000,true
0xf839a45cfa697f27a8d58cc24409a77f5c6c0f0d,1000000,true
0xe5302dbf9d794acdfde4ccc241a6b480de5a3d52,1000000,true
0x575c2f4d798de38e39692c5f21959ffe2fd43fef,1000000,true
0xd9054185328510038c0525104f7b6bdd1344169b,1000000,true
0xd40dd0fba64d354e7211b678c2ef8302c88c7657,1000000,true
0x6bbaa3632bf7eb2f34554d10a793ee1132beea6d,1000000,true
0x6dda9e20433c274181018d370cdacccc040a1742,1000000,true
0x7a246ac42e457d0655763b27eee935b2e7b049be,1000000,true
0x7323cc73e2d7fd6ffef315b85d1d8ee02ec77b3d,1000000,true
0xfd21307d209a6dd4066aec4a96219dfb0f33203b,1000000,true
0x489d69939b4aca357f630055e351a81f1fbb7fb6,1000000,true
0x78805dd0a19ac89af3cc334c79330e6ad9cdaf0c,1000000,true
0x66138f270e905d1ca8c4909cefd61ed6c4320898,1000000,true
0xcf44d90540f651a831c2ab9917b436ddf38a8a7a,1000000,true
0x9cb6169e74683afc372e71fd31427d74a27e60f4,1000000,true
0xfd3719bef669f5cebbda47b69e7814cf413e9517,1000000,true
0x046677ea08183557d4091651428e86caffcc2f07,1000000,true
0xc3180ff94fa2865296d1c865a2cff7744ae5cc07,1000000,true
0x8a9aecb126b8afac9bdca66d9e6dbd505a261ca6,1000000,true
0x75e934995d3eea5c79c4fd25336b451b8919ae89,1000000,true
0xc9a01129e5575693b9010aeb4b6736be20b3df2a,1000000,true
0xd9bb524c5ba5009a9ab1f13c38c11ad70560e933,1000000,true
0x0dcf680a8ae00a1de4b4718810f312347a63b061,1000000,true
0x8271b7ff0615f3e9776763fa77b01756c1ecf41c,1000000,true
0x24b07780c31a36ca2e5a52f7ba0df197eae23564,1000000,true
0x4eb74f2d0bc21baed24caa9b70c1063e2fe42285,1000000,true
0x2801555172204e25823a71e0ef91428f4dd4480b,1000000,true
0xf86e3f5c964d999bcb5741c6a9ab83f887baa989,1000000,true
0x3ef43c478305645a09d29c0a825ed5738f0a25f1,1000000,true
0x981b0464c77a13aba28c74d5637c6f9c2c3d81d4,1000000,true
0xe0f9d789a7e82f101ca176cb8c8bef8a2b52918b,1000000,true
0xccca16559e655fd307924270218964d89f51baa1,1000000,true
0x2ff69064bc527a6b4b6d996dda6d8fc4ef91f966,1000000,true
0x0d5263094cedfd5640ac91a498f325193fd5e742,1000000,true
0x4b31d379d78a3808a43b46a96528142dc0a3cd23,1000000,true
0xd1724e7593fb2d0598fc4ffcd3beb498176df3a5,1000000,true
0x66fd1b1e8b9e49a8e3897b2803c50674799c9afd,1000000,true
0x8ce8960bccf958c0e5cfd455aeeebbe91a55a8a5,1000000,true
0x14d573f6bd17495bed82c9f465887d5e7763f694,1000000,true
0x28fad3430eca42e3f89ed585eb10ceb9be35f7b9,1000000,true
0x98fa0aaceffa848f56786856d279019266ba9928,1000000,true
0x56b3160f6d5a3fdbd39e406b4fa4bf6a9da01c63,1000000,true
0xccb9a031f8b68d68af74d24f3d056325c4540eb0,1000000,true
0x952191aa32f4f687d2f53b9f91409462d5cdf286,1000000,true
0x8847ebaaf29a18396e49191602f8d8d141b98aa7,1000000,true
0xbba7ea704560c19034877b1ef74b5860d11e8770,1000000,true
0xc69e8275592f10a7ebef418f8743a12e645953f0,1000000,true
0x0c7bf0f39e32105359e2b6bed91d7c3538c39f3c,1000000,true
0xfce34de84d16850dc312905f664f8dcbcae24fb0,1000000,true
0x24ca41860adad0371213e14c0a8c74e22180ff3d,1000000,true
0xea921e71c4e859f63b5d4272afd5e4f0be3b4fc1,1000000,true
0x57c687f80390112ce4f341bcf5a6feffb319cf2b,1000000,true
0xe857855fe029a61be91cc5775f3689de15eb4ef8,1000000,true
0xa6768aa6d7af7f2ded477176dd5afd26d7288ba7,1000000,true
0x148b68cfb4626ca52688d74eb0a53d1235ff879c,1000000,true
0x962b86bd4f921187f730457fe2f8335e263e6b2f,1000000,true
0x3bf5427d0a5e013502ec333e43b7910ae3700dcc,1000000,true
0x55b9f1f728b7817f5461e1fbd3f34d879db0bec5,1000000,true
0x2b44c231916f063c21ac0f9e938a0e28a4b03e97,1000000,true
0x097fa8abe56d69f95a8fa9e2c6629275a4767dcc,1000000,true
0x5d828a6106a2bb38be7feba450d0027fa965cd7b,1000000,true
0x412c8dc906e72736a015bd49b4e86971422e6c2c,1000000,true
0x62ccfdca35c4f7c2d3781eb8a8cae6028586d990,1000000,true
0x5381094ad41c52d5b70659bfd8e908124edf7a70,1000000,true
0x24821aa76373d6d4136dc7e1a107bb1e593c8253,1000000,true
0xe89e8bfaf3228e8f2f3f9992f100534e740d9801,1000000,true
0x4bff402ca968b3f19ed3d29a42217eebab21d636,1000000,true
0x701200e5711512f2c2a463bdfd6797205abc4151,1000000,true
0x542a97ce17bba915e4955e9f27658e66ac680cab,1000000,true
0x83aefe167d325682f8f02fc9b96a5df4c39ec840,1000000,true
0x18c9cd4b0d02e2159cc79a6a0815b204efcac52c,1000000,true
0x828709c98994c379d533ad6bacbfb4dde6143aac,1000000,true
0xd809af97aba245f211a310c7f6d8f0a469c3f71b,1000000,true
0x593cb13b5bbcb2ba8456aa15cda4c96418373faa,1000000,true
0x8c054c2e9fb5e3543a40f1b14155b09e5987c01f,1000000,true
0x92549636daa1a47c852129993f5e1ca46b49579c,1000000,true
0x0042f4e9db50de43cdcfd37a71a0c4e8b0be1b1a,1000000,true
0xf017aeed1f646e1f4539285b4df696fc29c190b0,1000000,true
0xb268b478f4b9e501daffce74da60cab8b7449871,1000000,true
0x3bb98f9c1f3230b8ae9ce3d739b76fb3ee69597d,1000000,true
0xb0de16e4a22bb624414d5baa0d3626c10e936d50,1000000,true
0x8596aa3b7fab52b49d2b3a9d2d731074a4737913,1000000,true
0xeea36ad4123db561f4023099c237d20d69febb3f,1000000,true
0xca1b40e74f98209e26c8077e0096bd6a868ad62a,1000000,true
0x8bfcb41ddc52ae8d014ea30e77c72cc6d5f8d085,1000000,true
0xd14b526092cdc9394ef4673bbc8e6d8d3a2e2308,1000000,true
0xa57c0188714695ebfca94aaa08d3c571002a2605,1000000,true
0x74dc34862344e778840d03cfed76aa96dc67205c,1000000,true
0x8e4e9de7eb20a9dcf2ae387df2ab59f79bb6ebfb,1000000,true
0x5724673af1c1953f1c09a8b0b894c0b61ce278cd,1000000,true
0x9bd522c7e5445f24fd9ea3b098f3b34459e68894,1000000,true
0x0e07ecb7ea74b53f41a3c82b9ff7323512866ce8,1000000,true
0x59e9aa17aea53028fd0c2648e86c6125fb5f8b71,1000000,true
0xc69db420272ff0fdf7333359d4191d2760f93139,1000000,true
0x199d5af1ddff536614c194c9a08e1af73e79e250,1000000,true
0xc5aeb6d28ea775ce6e65505be9ecb5cf752c5bf0,1000000,true
0x12d1de04d30416575da42ccb44377acd3c5316f5,1000000,true
0x5788969034d0854a4937bf53f3294a7e031865ac,1000000,true
0x837dad174620b95680d330100f20bc9f08c1306d,1000000,true
0x7ebbe8c7a628849f4305780177a0a6cf69b6362c,1000000,true
0x33a4199c97dabac7ffcd98f556ab8ff26625a9c1,1000000,true
0x7747f203070925f0042c36b23043c5f67c245a21,1000000,true
0xc5536d568312847eb0299cbf10f87f53bfe57043,1000000,true
0x0859e04ca44e842e2f95779873990fced2397fdf,1000000,true
0x737629cf2e289a80471465431d9f9e41491deac2,1000000,true
0x707e7481aa1b58bd833ebbddd2a50057862961c7,1000000,true
0xdd54f177ea8f1f0427f03f3217b29a7b9ea6f4b8,1000000,true
0x08b7ab9bbc3a07cf7f75b4acec5b536b7e040cfc,1000000,true
0x2ce46d31b6439c4bff85a05b8150f970767faf2e,1000000,true
0xf2477449c35ca3d79fb8a401380479642fe99c5b,1000000,true
0x4e8fd00cb576592d029a07b56d87d1bb08740976,1000000,true
0x219d4eb4b62972862a6b38d130427aa92eae1a69,1000000,true
0x209acca5da83d0206ef5da2851ab89706211756b,1000000,true
0x06bb7281660ad4c35942c77eae3683470386c4c8,1000000,true
0x9eeeecf388480fc47d377885b91edee60d463049,1000000,true
0xa6eee246f2a0c6e543906ad3c357c1359280536e,1000000,true
0xb27513c0e26b70ec2cd1f7d9c284f161d3fd7cdc,1000000,true
0x6ed6a1304d6fc1a68634d72744bbb49a139995f2,1000000,true
0xcca5144583cd0b24cc194fd3a01f3062ceae0816,1000000,true
0x2df2d34eed59556e2929c5b5f1ef765203e9b6a1,1000000,true
0x8fc2236ac32307df8ab5116024b5c73827c37ceb,1000000,true
0x33c23f6e6693cc5b6ebe82b0ace7d40cfa70b754,1000000,true
0xe02bbf8e1507427e07d9f8063a8ffc7d37309c89,1000000,true
0xc31c771de858aef3782948b473f3f3ef6b73bf36,1000000,true
0xffb8c66fa1542a1ee735fc5e74f5dd9b80e531f2,1000000,true
0xe1845b69f2a0a0fe5853b6000c1cda2597326eca,1000000,true
0xff86557af05b3e67401edd572cff884709085ccc,1000000,true
0x1202fba35cc425c07202baa4b17fa9a37d2dbebb,1000000,true
0xb33b77845c768133fae92f5d202a83c1b019de77,1000000,true
0x296897c5b419c2217719dc699d244e595d675d07,1000000,true
0x88fca21065e5058e6fddc5efa17d1c42e9a49639,1000000,true
0xf592ee0e3a20ddd65882e0fe6bfbb4b465a98ae4,1000000,true
0x8ddb0e7b3078a3ad6a00b845587104e2706c3afe,1000000,true
0x401c102ba8b65c01d3b1d7ac3e450668a2075445,1000000,true
0xc17abbab517a4d72b62a7edb15ef62b8025c38c8,1000000,true
0x0f31510a27a6a1da4dc3f70edb83bdb180e4a459,1000000,true
0xb153f24c413949bbbb1fb7be6610e3ad615b7569,1000000,true
0xea9a7c7cd8d4dc3acc6f0aaec1506c8d6041a1c5,1000000,true
0x423f7906646c478b0b369224d7310638f791645b,1000000,true
0xe95bb5aa506603883a2c31795e010624dec220b1,1000000,true
0xa6f0126b36291dc3bc9a8ef565a434b394e4b01e,1000000,true
0xb965d68052b849b29fe25497c51659bf9678bc9b,1000000,true
0x094fd642c23beef5add7ba54c31ec9312d9e05df,1000000,true
0xba775006e7207e4f582f0944bcbea5047d044eb8,1000000,true
0xb06773492ad69b23116022b25ff0fdafa58b70ec,1000000,true
0xd8f2d20ec356402f7ddda59b6e85dfd08733c43a,1000000,true
0x5b272f5ca27cdd82aa841ed9562791d7bc5ef2f1,1000000,true
0x6fb5bb4aedd3f7e9c6be2fc93f1b27b74993f194,1000000,true
0x505a524ab90146daa6deff3775c830ac807f933c,1000000,true
0x4d33fdbb650d018bd6fbafe4a68c6168249ac9f4,1000000,true
0x37a604670086f96944306b3841b905ec0106c565,1000000,true
0xd6858a50f9b185e9f7cf0b9fbd6c9342b72f454a,1000000,true
0x12591d1eaa24db78b813d6ad0c6e75d49bd1f5d3,1000000,true
0x9434a0fcd835da3d7029edf7fef958dd7c2683dc,1000000,true
0xf9d938bd2f7e8e20c74d8c65be5919bd29ccb634,1000000,true
0xa3d6c6204899bd25b2aebf0241538a5970c55a11,1000000,true
0xa9df4a08b2200beb63ff7e09977860ceed396d8c,1000000,true
0xb4e8865ede93e5b36ca856788c7c9d7ad4fe409d,1000000,true
0x0679b26395455a9f9d396c07e2b2a353882df563,1000000,true
0x22a00453fe70e6229ed4935c6f27f7b4f373b4ee,1000000,true
0x4d733b0afe8a886cc56ad9ebd67042539d38bb5e,1000000,true
0xb3cc5f223b795d17e0dd6f3daff06c13f47354e4,1000000,true
0x49548b58a2111389709967ffc63581bab73a862d,1000000,true
0x2e31bd290416f095db77c56cb2a2ce7ea4511872,1000000,true
0xa6a6fbc1ad2fc6288d3b9485bc6e6ec6be57cf57,1000000,true
0x4c32f9dbb49b99766b502c152befe0db243aa54a,1000000,true
0x1646dea1eff30a7e84e2f887f18dce9402da2c7b,1000000,true
0xf1eaf08fe28d9ddb3a13d2d7ecabe5a71e7709a4,1000000,true
0x81a7136ef5b0b54ee09ee06ee9f4936cff801667,1000000,true
0xaf8324ab53229651e4c8dea252a554aaca6f9577,1000000,true
0x69a9da08192ba99b74d50414e7bc198160199787,1000000,true
0x3796111b3ce38547657937386e511d1821b679e4,1000000,true
0xdf6410c8c5aaf363806114b0e008373fd8eace18,1000000,true
0x4fa2b3a276a9e3277e49177964ee3b3b189c197f,1000000,true
0x42f7061ee77094e31f5ac69e6f76d8054bb7495f,1000000,true
0xe9b726d33d869ec037184c58eb211457dc31dcfc,1000000,true
0x67b1679e30a430588b37389217f24dfc5b061bf2,1000000,true
0x39474cf69db151ef13303fd02913552ef5143837,1000000,true
0xcd52020060cb84378f74ce12fdb2050197837a2f,1000000,true
0x85ec11ee8f1907798c1f740808703a6f463c46b0,1000000,true
0xc797fd12fad92902904554053ff62deaaf965833,1000000,true
0x74b158c8b3c304fd9f33c4a0d3418f19949aded7,1000000,true
0xe3574260cf5e0a224f7df3a67088b460e98affbd,1000000,true
0xcc06ce8120afc5c02c8517597eadeacc810b130a,1000000,true
0x43f9873fcf56b25f605a45b89169213ff0fc9ec3,1000000,true
0x581e27c5ba66c4d29a17fea3e1a9c88dd6fb3ef8,1000000,true
0x225f6cb241e74f7d825d6b1edc308373303e3ff5,1000000,true
0x596a24315a06db265defcfa0235bb9c243faff1b,1000000,true
0xba1c13a5ab09949b07e97231359669e6b73009bd,1000000,true
0x21dda2952fa3acd6ac525d74677f9c5d5bea4aec,1000000,true
0x00c030d1a4ae0c144021ca4e30705d8075aa827a,1000000,true
0x5c1eb4b10d23c1cc3f5021d18fc935cc7f5ce7ef,1000000,true
0x4b1d7dd6035fc7247ace80a2ad51e1a9d958797f,1000000,true
0xa4aa554cf391b86be17546c7fad1151689ae91a2,1000000,true
0x531a50b437725ca67a8aee30065370453db09334,1000000,true
0xd2ee61dd7cc9de730ae6039061dcbf23b9938a5b,1000000,true
0xb567d07dc18c60ec3b882ef3985c93fb9288949b,1000000,true
0x892bdc1c84617a0a6ff3ca175c9670fd80f10112,1000000,true
0xf56ae173023d94d92dd1ddcbcfa8aa536fd571d3,1000000,true
0x47397147c2ee3680b9647a86caf91bba06a59628,1000000,true
0xf51a1da31b1555eeb1365a3c6d067b9da77a5430,1000000,true
0x34291586a84607cc9db9326b8c5ab09f2730e33e,1000000,true
0x6ac62edb554a4adb0fd80e562e998a8fb20ff922,1000000,true
0x73211a2e76610a2ba34356486410a45cb3918b7f,1000000,true
0x49ab4c577dbe72f58e9357948a6858a65d208aaa,1000000,true
0xd213f6ce49869776eb67c14574c8a8fefcb4bda3,1000000,true
0xf7375a3043a6646c6b63dc0ef003ee82cf105c7a,1000000,true
0xd91ab115ce7aad78a2a13456772eebd2ecfe7415,1000000,true
0x97e6d9142616e6b8411ca7a24d7db0b0676e3ef9,1000000,true
0x85b4ed7510c3537ba6a87a58ef0d89f7f57e3b54,1000000,true
0xa35709ffa7d247cd5f36466b632b66d909d81beb,1000000,true
0x8d1f338f8abd714fd09ec13c100a0d7df693cd5d,1000000,true
0xd058a4cc725ea01edd1648e8007ff8294bb1e995,1000000,true
0x7ab19ab563ec3e0aa8f2e283513286a58d3a4ae0,1000000,true
0x95cb32be2265a0522c283d004632eb613537f49c,1000000,true
0xd33c9357c545ddc7a1f92cac6aa79101b2ac18fe,1000000,true
0x8fd7ed15baac9a180db25c3d7d82f7665eef51ba,1000000,true
0x688ae23c4f4c2a2a1f1e1fd93e10071e96572f9c,1000000,true
0x6bcfb1f96a3d270f00deab39fd50e78096576113,1000000,true
0x632aaa9e7fce27ffed490d3bfe2ec23115e98a35,1000000,true
0xfab9f8b30659f9eb2e77665718041dcc8a377195,1000000,true
0x9a58b7e86a0075ba21b70a48b00cbe48a8bb8be5,1000000,true
0x06477b87bdfc0a90524d0a28b84abee866951246,1000000,true
0xd7fde832ddb98357e899ef0a27fb2631ce775026,1000000,true
0x671da2bdb4985b659c12ed23590bba3936990d85,1000000,true
0xa8245441b7939733994ae70b1c11779aa36f8b61,1000000,true
0x6f643e3182b6806b653adb981b24b9d601f8d8cd,1000000,true
0x93ace97bb751f8ad0da92ce373efc5850ef8b71e,1000000,true
0xceda125e2d6a0bdfb1d781dc23e644e885818cd8,1000000,true
0x51d8d7e91987c321b6ca31b96583bb1ef87150e3,1000000,true
0x2bda3e4ce05a55568d3a14e76f1fd45eae777df3,1000000,true
0xc6cc0902ad7e091a66de67d5f51dab8c0e5df67b,1000000,true
0x777b927df7aff3a37d5a8f9e7a6ee638635fdb2e,1000000,true
0xc7c79c95b46d4d441c5a19d9c2799e40986feda9,1000000,true
0x0e3201bc8b904b36269ef61632b005ea53d10591,1000000,true
0x47498366df0ba08f57749e0ca46c2a18fe72e40f,1000000,true
0xdb725b12954bbd06fbb9e14a703e8701f4a35ad2,1000000,true
0xfdd4186383fafd6bd41d0c59ed84708dfde004ff,1000000,true
0x3bc5a89db364f1aa1aafd72880f066a8def096d5,1000000,true
0x12c604e03b9d89b8e5f6b1c65a35752e6c791b64,1000000,true
0xa73e5597e7df0c7300f4657165c0a67e0b8dcf9e,1000000,true
0x1cead3374a856061be00f5c6d2a035eedf1c3c76,1000000,true
0xd6b5c27fc4a44696fdbf570f7d2d059a00ee1ad1,1000000,true
0x3e98fbb6ca170cb0892adf157bf50f31fe07f962,1000000,true
0x254e13460b7d865ae3a17683f3df54a621730cda,1000000,true
0xe6990484febcf3cfe0a31c04f0c185fc4d571679,1000000,true
0x69ba7215747bf88d027e5a4d82a1dcc77c4480f3,1000000,true
0x2447af8fcf720df9970ad61b6ff818dfdffe1882,1000000,true
0x99130e20148101187c4b5a6c2d7578b5ca75af6e,1000000,true
0x347ee2971c6200003675ce5c75026e3b68e9b502,1000000,true
0xfc87558b36d20111c5c3d3ab413d63d846c3a04a,1000000,true
0x80ad7547d879ab0481eda439bf0514e02b0cc2b9,1000000,true
0xb05f81d94748c54ad0e857a43c01febe85944eb2,1000000,true
0xd0e9717ee493de7fe375546b9e86356b27838cb2,1000000,true
0x70cfaee0798bfd3742bb186b9c5274b1a90d6ef4,1000000,true
0x06e9f7674a2cc609ada8dc6777f07385a238006a,1000000,true
0x31184394273fbfd3e1b96dd18658b574327d386d,1000000,true
0x6c0fadd48e7e236bb10f7d69148be5502a18ca57,1000000,true
0xf308ee61c13681214139fd28f87b1722ecac0f5b,1000000,true
0xd65bc2982c9f521843a8e991e74a4e5f4898f452,1000000,true
0x215f989d9e80016d430fab94bc2e5f18cb89eefc,1000000,true
0x38ca8396e04e23299635ea06fbb657e2a4e693c4,1000000,true
0x4e819ba296d7e48572adc42148ccc09bc029b4c9,1000000,true
0x1dcda8b0318671052347f18a52bbf6fb315042e5,1000000,true
0x4049719fae3ed64b190dbf1a6b3300f2744a93de,1000000,true
0xf4a9a038f3e94e4b94065f7110835cd1b25e5e04,1000000,true
0xadaeb2a30601e91caec19755d8cb11c280c750e3,1000000,true
0xb8d16046d9af9e5a8b50cc92cd6af66a987f1103,1000000,true
0x36162c7b2d4a94686d74f8c9649769e1733ee42e,1000000,true
0x673d48603b76c2c85edaae13161b27295def2505,1000000,true
0x7bb059ed56f11cdeebdedb0eb63a05d18011babf,1000000,true
0x7695020df9622c592082262c3e341c5c9ccec790,1000000,true
0x62c068bb8301475a8612d1fc16663be6084e3930,1000000,true
