address,amount,sent
0xead88f5b03669a0290299f0aa2961da6a824eb9d,1000000,true
0x9655c7c10a955ff91b8aa88c91f289fb0025462f,1000000,true
0xb57b13b4fe511c27ea5a658e938bff7dd43f6c53,1000000,true
0x0072125475d446dc4092b813b4061d4e5e25865b,1000000,true
0x0092c1d3bfe7a353789c96525ced02a1b72ebc33,1000000,true
0x84c15fb554ab4fbf09c383cbe268b2bd16442c4a,1000000,true
0xbae1b31f55928c4e0437c7a1a43b9a8f206d297e,1000000,true
0x8f3e340184e052f4a587cd58294f25eee8dd4711,1000000,true
0xd64ef1e18b840f756a979ba2e8b4be1b42982c28,1000000,true
0x10061123876ceea12642342afe829444b7e0d48a,1000000,true
0xf079ff42b28730f740f00530162c239750c05bb1,1000000,true
0xcb68b57b5a8f0c89955ed933ee2e0058dd5b9cfb,1000000,true
0x0d459dcbbc49b7a2e82123b3ee992385104d3ac3,1000000,true
0xb8f6d8e3536a862a94824d4837b5fb450f0892d4,1000000,true
0x53bdf741c318294d94ab2991144cebbf0bb987dc,1000000,true
0x98704d77faea1c49ccee7504ef75a7d7d9322618,1000000,true
0x0ef04b54b1d07818a6450c659f35802435a26e1a,1000000,true
0x2391b484951d24c7825f11a9ee4f7ee8203a3a9e,1000000,true
0xa770d4a353293385c0edb30ad9519a1997b471a3,1000000,true
0x4530aa47d4136689122a587423a8e97036f1c2c3,1000000,true
0x48dd5eafcaeb05854d4cdfe365719aac83e4754f,1000000,true
0x4ffee9082f61178d141c8f8a2a96527942af755a,1000000,true
0x10bb8ab9aed0a46b788fc50a6066d28c39f214fe,1000000,true
0xf2889ecd3cfa7263937c881fba4a242cc9dde2b5,1000000,true
0xdeb57a98eee04e8c8e3949e41bc5055d45dee308,1000000,true
0xb47bcc0381ee4da3fdae4275a9041173e9fe2366,1000000,true
0x898e2fc7d4039102fd0d10ec2419b4f9337a6bed,1000000,true
0xaa19f5ef36ad4eaa3fccc0aa3228abbadf676b45,1000000,true
0x5516da32cb8639645b2eae05cf688b33a1ca5357,1000000,true
0xfdfc735aff787b8bc40254abdfdfcec93a2c71e6,1000000,true
0xd6681f0002d355ad71b1af5673cd010a943f5785,1000000,true
0xb9ff10f66bfb8581bd045c7cee616c319eedf210,1000000,true
0xbb7a643eed31916fc62cb78bf07c5ff5a72631e8,1000000,true
0x697b19626676f286ff3ae8081449948292f2698d,1000000,true
0x5fb9695e2e11c71096b89430f6d11dbc54c6e40e,1000000,true
0x746791c9890f34eff420608249e6b5b91285d1c0,1000000,true
0x752edbfa6a707ee953ad5091dc5e2bccf4080907,1000000,true
0xbf0824879f8e3dcd2a0f7ebbb33e3e1c72e66e45,1000000,true
0xaa2a64323e821aa14c93721430c5b3bfde23da98,1000000,true
0x28bfcc0ecd1320b039fff38cb9b9081c329ec841,1000000,true
0xb7dca81ce67f685887fcd64f23f850cb45580758,1000000,true
0x0ab9a3e77f4ea292014052075361efc8f28ac177,1000000,true
0xe53edade6cd43a38cb6428963515b99fe7cd619d,1000000,true
0x3addfef6038409eab4a3edf5df0f503d00bae78b,1000000,true
0x6d6f3ec7d6ff5c944c24e4f8c5f045d25ccc04ac,1000000,true
0x12ea6bc06b077c2033baca4b048169c14e99f23e,1000000,true
0x8775f0895864c8bbfddefe13d3453ad82dbaac82,1000000,true
0xdcd4fe2842612743d45a3a66169e9dba8038e60d,1000000,true
0x21dda7cc4f6088c47745cca6d5de5a67a0170774,1000000,true
0x007c8b5323ca6e6cdeceb5ebf397e56a47a6a4d8,1000000,true
0x67729e852fd81d92a5d7fb759e4d86205e9f0f9a,1000000,true
0xac990a4d68249ed692e5133d12d85db44adee42c,1000000,true
0x266d8e3b85dd66758854e4e2ae27c4a161236828,1000000,true
0xb20857e31e4fb64235315df3ee4bfd4bb7638e76,1000000,true
0x63e3095d069fa27277c7beb4384c649069a816ea,1000000,true
0x9610295566cef24ed91faffe86f4fdfcfd3d907e,1000000,true
0xbcc1d9f54af95e574da69d128e7bbe15364ec9a3,1000000,true
0x8955febf014a2b7777e5df976d5c2222136f3a1c,1000000,true
0x502f120cd6b4b6d3745e490a938a55f4a8a861c7,1000000,true
0xcce11381fbf355422d9206048630baaf89a8e1ad,1000000,true
0xf6a66f855c0a40f9405acbcbc73371a59144819b,1000000,true
0xcdee14e4641fd95cd470e038e51d952ec8ed37ec,1000000,true
0x8938e742be571b88991784dd55b5855b31b9d53d,1000000,true
0xc38aa2679f36d2ab69b2ebb8ded839baeddd5508,1000000,true
0xea980a0035d42acfa2d3ba8075c24ca9c7d2f057,1000000,true
0x44faa3fa12ba066aab8ba787905730f31616f1f2,1000000,true
0x0fa1d390b4002c35996799b6f46cd0af6226fc1b,1000000,true
